split,id_review,id_sentence,gold1,gold2,gold3
Train,114,1,演奏者,,
Train,114,2,演奏：キャラクター・音色,演奏：エネルギー,
Train,114,3,楽曲,,
Train,114,4,評価：感じられ方,演奏：感情,
Train,114,5,演奏者,演奏：キャラクター・音色,評価：感じられ方
Train,115,1,録音の背景,,
Train,115,2,演奏者,評価：その他,
Train,115,3,評価：その他,,
Train,115,4,演奏：技術,,
Train,115,5,演奏：キャラクター・音色,演奏：構造,評価：その他
Train,115,6,演奏：構造,,
Train,115,7,演奏：エネルギー,評価：感じられ方,
Train,116,1,演奏者,,
Train,116,2,演奏：キャラクター・音色,演奏：エネルギー,
Train,116,3,楽曲,評価：その他,
Train,116,4,演奏：スタイル・理解,演奏：感情,
Train,116,5,演奏者,演奏：エネルギー,評価：その他
Train,117,1,録音の背景,,
Train,117,2,楽曲,楽器,演奏：構造
Train,117,3,演奏：スタイル・理解,,
Train,117,4,楽曲,演奏：技術,評価：感じられ方
Test,118,1,録音の背景,評価：感じられ方,
Test,118,2,演奏：リズム,演奏：技術,楽器
Test,118,3,評価：対比,評価：感じられ方,
Test,118,4,評価：感じられ方,,
Test,118,5,その他,,
Train,119,1,その他,,
Train,119,2,楽曲,,
Train,119,3,楽曲,,
Train,119,4,演奏：スタイル・理解,,
Train,120,1,楽曲,録音の背景,
Train,120,2,演奏者,楽器,
Train,120,3,評価：その他,楽曲,演奏：スタイル・理解
Train,120,4,楽曲,評価：感じられ方,
Train,121,1,楽曲,,
Train,121,2,録音の背景,楽曲,
Train,121,3,楽曲,評価：感じられ方,
Train,121,4,楽曲,,
Train,121,5,楽曲,,
Train,121,6,演奏：キャラクター・音色,評価：感じられ方,
Train,121,7,演奏：エネルギー,評価：感じられ方,
Train,122,1,演奏者,楽曲,
Train,122,2,楽曲,,
Train,122,3,演奏者,演奏：スタイル・理解,演奏：技術
Train,122,4,楽曲,,
Train,122,5,楽曲,,
Train,122,6,楽曲,,
Train,123,1,演奏者,録音の背景,
Train,123,2,楽曲,演奏：キャラクター・音色,
Train,123,3,演奏者,演奏：キャラクター・音色,
Train,123,4,楽曲,演奏：キャラクター・音色,評価：その他
Train,123,5,評価：感じられ方,,
Train,123,6,演奏者,評価：その他,
Train,123,7,評価：感じられ方,,
Test,124,1,録音の背景,,
Test,124,2,楽曲,評価：その他,
Test,124,3,演奏：キャラクター・音色,評価：その他,
Test,124,4,演奏：キャラクター・音色,,
Train,125,1,演奏者,録音の背景,楽曲
Train,125,2,演奏：キャラクター・音色,演奏：技術,
Train,125,3,楽曲,評価：感じられ方,
Train,125,4,その他,,
Dev,126,1,その他,,
Dev,126,2,演奏：スタイル・理解,評価：感じられ方,
Dev,126,3,楽曲,演奏：キャラクター・音色,演奏：スタイル・理解
Train,127,1,演奏者,,
Train,127,2,録音の背景,楽曲,
Train,127,3,演奏：スタイル・理解,,
Train,127,4,演奏：感情,,
Train,127,5,評価：その他,,
Train,127,6,楽器,,
Train,127,7,楽器,,
Dev,128,1,録音の背景,演奏者,
Dev,128,2,楽曲,演奏：キャラクター・音色,
Dev,128,3,楽曲,,
Dev,128,4,楽曲,評価：感じられ方,
Dev,129,1,録音の背景,,
Dev,129,2,演奏：コミュニケーション,評価：感じられ方,
Dev,129,3,演奏：感情,演奏：キャラクター・音色,演奏：エネルギー
Dev,129,4,録音の背景,演奏：キャラクター・音色,
Train,130,1,録音の背景,,
Train,130,2,楽器,演奏：スタイル・理解,
Train,130,3,その他,演奏：構造,演奏：技術
Train,130,4,その他,,
Train,130,5,楽器,評価：その他,
Train,131,1,楽曲,,
Train,131,2,楽曲,,
Train,131,3,演奏者,録音の背景,
Train,131,4,録音の背景,,
Train,131,5,演奏：キャラクター・音色,演奏：コミュニケーション,評価：感じられ方
Train,131,6,評価：感じられ方,,
Train,132,1,録音の背景,,
Train,132,2,演奏：エネルギー,演奏：キャラクター・音色,
Train,132,3,演奏：構造,楽曲,評価：その他
Train,132,4,演奏：スタイル・理解,,
Train,132,5,演奏：スタイル・理解,演奏：エネルギー,評価：その他
Train,132,6,評価：その他,評価：感じられ方,
Train,132,7,その他,,
Test,133,1,演奏者,録音の背景,評価：感じられ方
Test,133,2,演奏：構造,楽器,演奏：技術
Test,133,3,楽器,楽曲,評価：感じられ方
Test,133,4,評価：感じられ方,,
Test,133,5,評価：その他,,
Dev,134,1,演奏者,,
Dev,134,2,録音の背景,,
Dev,134,3,演奏：スタイル・理解,,
Dev,134,4,楽曲,,
Dev,134,5,演奏：キャラクター・音色,評価：その他,
Train,135,1,その他,,
Train,135,2,演奏：スタイル・理解,,
Train,135,3,録音の背景,楽器,
Train,135,4,楽器,,
Train,135,5,演奏：キャラクター・音色,,
Train,135,6,演奏：スタイル・理解,演奏：構造,評価：感じられ方
Train,136,1,演奏者,,
Train,136,2,録音の背景,,
Train,136,3,楽曲,録音の背景,
Train,136,4,楽曲,録音の背景,評価：その他
Train,137,1,演奏者,録音の背景,
Train,137,2,楽曲,演奏：スタイル・理解,
Train,137,3,演奏：スタイル・理解,評価：その他,
Train,137,4,演奏：キャラクター・音色,評価：その他,
Train,137,5,演奏：キャラクター・音色,,
Train,138,1,演奏者,,
Train,138,2,演奏者,録音の背景,
Train,138,3,録音の背景,,
Train,138,4,楽曲,,
Train,138,5,楽曲,,
Train,139,1,演奏者,録音の背景,
Train,139,2,楽曲,評価：感じられ方,
Train,139,3,演奏：キャラクター・音色,演奏：構造,演奏：リズム
Train,139,4,演奏：その他,評価：感じられ方,
Train,139,5,評価：感じられ方,,
Train,140,1,その他,,
Train,140,2,その他,,
Train,140,3,その他,,
Train,140,4,演奏者,楽曲,
Train,140,5,演奏：キャラクター・音色,,
Train,140,6,その他,,
Train,140,7,その他,,
Dev,141,1,演奏者,,
Dev,141,2,楽曲,演奏：キャラクター・音色,評価：感じられ方
Dev,141,3,録音の背景,評価：感じられ方,
Dev,141,4,演奏：感情,演奏：スタイル・理解,評価：真正性
Train,142,1,演奏：技術,演奏：キャラクター・音色,
Train,142,2,評価：その他,,
Train,142,3,演奏者,録音の背景,
Train,142,4,楽曲,,
Train,142,5,楽曲,,
Train,142,6,演奏：コミュニケーション,演奏：スタイル・理解,
Train,142,7,演奏：スタイル・理解,演奏：コミュニケーション,
Dev,143,1,楽曲,演奏：コミュニケーション,演奏：スタイル・理解
Dev,143,2,演奏：技術,演奏：キャラクター・音色,
Dev,143,3,評価：感じられ方,,
Dev,143,4,演奏：構造,評価：感じられ方,
Dev,143,5,評価：感じられ方,,
Train,144,1,楽曲,録音の背景,
Train,144,2,楽曲,,
Train,144,3,楽曲,,
Train,144,4,楽器,演奏：キャラクター・音色,評価：感じられ方
Train,144,5,評価：感じられ方,,
Train,145,1,演奏者,,
Train,145,2,楽曲,,
Train,145,3,演奏：スタイル・理解,演奏：コミュニケーション,演奏：リズム
Train,145,4,評価：感じられ方,,
Train,145,5,演奏：キャラクター・音色,演奏：技術,演奏：コミュニケーション
Test,146,1,楽器,,
Test,146,2,演奏者,楽曲,評価：その他
Test,146,3,楽器,演奏：エネルギー,演奏：キャラクター・音色
Test,146,4,その他,,
Train,147,1,演奏者,録音の背景,
Train,147,2,楽曲,,
Train,147,3,演奏：キャラクター・音色,評価：その他,
Train,147,4,楽曲,演奏：キャラクター・音色,演奏：スタイル・理解
Train,147,5,評価：その他,,
Train,148,1,演奏者,,
Train,148,2,録音の背景,,
Train,148,3,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,148,4,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,148,5,演奏：エネルギー,演奏：構造,演奏：感情
Train,148,6,評価：感じられ方,,
Train,149,1,演奏者,録音の背景,
Train,149,2,録音の背景,演奏：キャラクター・音色,演奏：感情
Train,149,3,演奏：キャラクター・音色,評価：感じられ方,
Train,149,4,楽曲,,
Train,149,5,楽曲,,
Train,149,6,録音の背景,,
Train,150,1,演奏者,,
Train,150,2,録音の背景,楽曲,
Train,150,3,演奏者,,
Train,150,4,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,150,5,演奏者,演奏：感情,評価：感じられ方
Test,151,1,録音の背景,,
Test,151,2,録音の背景,,
Test,151,3,評価：感じられ方,,
Test,151,4,評価：感じられ方,評価：対比,
Test,151,5,評価：対比,,
Test,151,6,評価：感じられ方,,
Test,151,7,楽曲,評価：感じられ方,
Test,151,8,楽曲,演奏：スタイル・理解,
Test,151,9,演奏：エネルギー,,
Test,151,10,評価：対比,評価：感じられ方,
Train,152,1,楽曲,,
Train,152,2,楽曲,,
Train,152,3,演奏者,楽曲,
Train,152,4,楽器,演奏：構造,演奏：エネルギー
Train,152,5,楽器,評価：感じられ方,
Test,153,1,録音の背景,,
Test,153,2,楽曲,,
Test,153,3,演奏者,,
Test,153,4,評価：感じられ方,評価：その他,
Test,153,5,演奏：スタイル・理解,演奏：コミュニケーション,評価：その他
Test,153,6,評価：その他,,
Test,153,7,評価：その他,,
Train,154,1,評価：その他,,
Train,154,2,楽器,,
Train,154,3,演奏者,,
Train,154,4,楽曲,,
Train,154,5,楽曲,,
Train,154,6,演奏：コミュニケーション,,
Train,154,7,その他,,
Train,155,1,演奏者,,
Train,155,2,演奏者,録音の背景,
Train,155,3,演奏：エネルギー,演奏：キャラクター・音色,
Train,155,4,演奏：スタイル・理解,評価：その他,評価：感じられ方
Train,155,5,演奏：キャラクター・音色,演奏：スタイル・理解,評価：その他
Train,155,6,評価：その他,楽曲,
Dev,156,1,演奏者,,
Dev,156,2,録音の背景,楽曲,
Dev,156,3,演奏：技術,演奏：スタイル・理解,評価：その他
Dev,156,4,楽曲,演奏：スタイル・理解,演奏：キャラクター・音色
Train,157,1,演奏者,,
Train,157,2,演奏者,録音の背景,
Train,157,3,録音の背景,評価：感じられ方,
Train,157,4,録音の背景,演奏：キャラクター・音色,演奏：スタイル・理解
Train,158,1,演奏者,録音の背景,
Train,158,2,楽曲,,
Train,158,3,評価：感じられ方,,
Train,158,4,演奏：キャラクター・音色,演奏：構造,演奏：技術
Train,158,5,楽曲,評価：その他,
Train,158,6,その他,,
Train,159,1,楽器,,
Train,159,2,演奏者,,
Train,159,3,楽曲,,
Train,159,4,演奏：スタイル・理解,,
Train,159,5,演奏：キャラクター・音色,楽器,
Train,159,6,楽器,,
Train,159,7,評価：その他,,
Dev,160,1,演奏：技術,演奏者,
Dev,160,2,演奏者,録音の背景,
Dev,160,3,録音の背景,,
Dev,160,4,演奏：キャラクター・音色,演奏：構造,
Dev,160,5,演奏：スタイル・理解,,
Train,161,1,演奏者,録音の背景,
Train,161,2,楽曲,その他,
Train,161,3,評価：感じられ方,,
Train,161,4,評価：感じられ方,演奏：構造,
Train,161,5,楽器,評価：その他,評価：感じられ方
Train,162,1,演奏者,,
Train,162,2,演奏者,録音の背景,
Train,162,3,楽曲,録音の背景,
Train,162,4,楽曲,,
Train,162,5,評価：感じられ方,,
Test,163,1,演奏：キャラクター・音色,,
Test,163,2,演奏：スタイル・理解,演奏：コミュニケーション,評価：感じられ方
Test,163,3,評価：感じられ方,,
Test,163,4,楽曲,評価：真正性,
Test,163,5,評価：感じられ方,,
Train,164,1,演奏者,,
Train,164,2,演奏：キャラクター・音色,演奏：アーティキュレーション,演奏：時間的特徴
Train,164,3,演奏：リズム,演奏：スタイル・理解,
Train,164,4,演奏者,評価：その他,
Test,165,1,演奏：キャラクター・音色,楽曲,
Test,165,2,演奏：キャラクター・音色,演奏：構造,評価：その他
Test,165,3,演奏：技術,評価：感じられ方,
Test,165,4,演奏：時間的特徴,演奏：感情,評価：その他
Test,165,5,評価：その他,,
Test,165,6,評価：その他,,
Train,166,1,録音の背景,,
Train,166,2,楽曲,演奏：エネルギー,
Train,166,3,演奏：スタイル・理解,演奏：感情,評価：その他
Train,166,4,評価：感じられ方,演奏：構造,
Train,167,1,演奏者,楽曲,
Train,167,2,楽器,,
Train,167,3,演奏：スタイル・理解,楽曲,
Train,167,4,演奏：スタイル・理解,評価：感じられ方,
Train,168,1,演奏者,楽曲,
Train,168,2,楽曲,,
Train,168,3,演奏者,演奏：スタイル・理解,
Train,168,4,演奏：キャラクター・音色,演奏者,評価：その他
Train,168,5,演奏：キャラクター・音色,演奏：スタイル・理解,
Dev,169,1,演奏者,評価：その他,
Dev,169,2,楽曲,,
Dev,169,3,楽曲,演奏者,
Dev,169,4,楽曲,,
Dev,169,5,楽曲,演奏：感情,評価：感じられ方
Dev,170,1,演奏者,録音の背景,
Dev,170,2,演奏：エネルギー,演奏：構造,演奏：技術
Dev,170,3,評価：感じられ方,評価：その他,
Train,171,1,その他,,
Train,171,2,評価：感じられ方,,
Train,171,3,評価：感じられ方,,
Train,171,4,評価：感じられ方,,
Train,171,5,演奏：スタイル・理解,演奏：キャラクター・音色,演奏：感情
Train,171,6,評価：感じられ方,,
Train,171,7,録音の背景,,
Train,171,8,演奏者,,
Train,171,9,評価：感じられ方,,
Train,172,1,評価：感じられ方,,
Train,172,2,演奏者,,
Train,172,3,楽曲,演奏：技術,演奏：キャラクター・音色
Train,172,4,評価：その他,,
Train,172,5,録音の背景,,
Test,173,1,演奏者,,
Test,173,2,録音の背景,,
Test,173,3,演奏者,評価：感じられ方,
Test,173,4,演奏：構造,,
Test,173,5,演奏：キャラクター・音色,評価：感じられ方,
Test,173,6,演奏：エネルギー,,
Test,173,7,演奏：スタイル・理解,評価：感じられ方,
Test,173,8,評価：感じられ方,,
Train,174,1,演奏者,録音の背景,
Train,174,2,楽曲,,
Train,174,3,楽曲,,
Train,174,4,楽曲,演奏：キャラクター・音色,評価：その他
Train,174,5,楽曲,評価：感じられ方,
Dev,175,1,評価：その他,,
Dev,175,2,楽曲,,
Dev,175,3,楽曲,演奏：スタイル・理解,演奏：コミュニケーション
Dev,175,4,演奏：キャラクター・音色,,
Dev,175,5,演奏者,,
Dev,175,6,演奏：キャラクター・音色,演奏：コミュニケーション,
Dev,176,1,録音の背景,,
Dev,176,2,楽曲,,
Dev,176,3,楽曲,演奏：キャラクター・音色,演奏：感情
Dev,176,4,演奏：スタイル・理解,評価：その他,
Dev,177,1,演奏者,録音の背景,
Dev,177,2,楽曲,,
Dev,177,3,楽曲,,
Dev,177,4,演奏：スタイル・理解,評価：その他,
Train,178,1,演奏者,録音の背景,
Train,178,2,楽曲,,
Train,178,3,演奏：キャラクター・音色,,
Train,178,4,評価：感じられ方,,
Train,178,5,楽曲,評価：感じられ方,
Train,178,6,演奏：エネルギー,,
Train,178,7,その他,,
Train,179,1,楽曲,,
Train,179,2,楽曲,,
Train,179,3,演奏者,楽曲,
Train,179,4,楽曲,,
Train,179,5,楽曲,,
Train,179,6,楽曲,,
Train,179,7,楽曲,,
Train,180,1,演奏者,録音の背景,
Train,180,2,演奏：音量的特徴,演奏：その他,演奏：感情
Train,180,3,楽曲,評価：その他,
Train,181,1,録音の背景,,
Train,181,2,演奏：スタイル・理解,,
Train,181,3,演奏：エネルギー,評価：感じられ方,
Train,181,4,評価：感じられ方,,
Train,181,5,演奏：時間的特徴,,
Train,181,6,評価：感じられ方,演奏：コミュニケーション,
Train,181,7,評価：感じられ方,,
Train,182,1,評価：その他,,
Train,182,2,演奏者,楽曲,
Train,182,3,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,182,4,演奏：エネルギー,評価：感じられ方,
Train,182,5,楽曲,評価：感じられ方,
Train,182,6,楽曲,評価：感じられ方,
Train,183,1,演奏者,,
Train,183,2,楽曲,,
Train,183,3,楽曲,演奏：キャラクター・音色,評価：その他
Train,184,1,演奏者,,
Train,184,2,演奏者,,
Train,184,3,録音の背景,,
Train,184,4,楽曲,,
Train,184,5,演奏：技術,,
Train,184,6,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,184,7,演奏：コミュニケーション,,
Train,185,1,演奏者,,
Train,185,2,演奏者,,
Train,185,3,録音の背景,,
Train,185,4,演奏：スタイル・理解,,
Train,185,5,演奏：スタイル・理解,,
Train,185,6,演奏：キャラクター・音色,演奏：コミュニケーション,評価：感じられ方
Train,186,1,演奏者,その他,
Train,186,2,評価：その他,,
Train,186,3,演奏者,,
Train,186,4,録音の背景,,
Train,186,5,楽曲,,
Train,186,6,楽曲,,
Train,186,7,評価：その他,,
Dev,187,1,演奏者,,
Dev,187,2,演奏者,録音の背景,
Dev,187,3,楽曲,評価：その他,
Dev,187,4,演奏者,演奏：キャラクター・音色,評価：感じられ方
Dev,187,5,演奏：構造,評価：その他,
Test,188,1,楽曲,,
Test,188,2,楽曲,,
Test,188,3,楽曲,,
Test,188,4,評価：その他,,
Test,188,5,その他,,
Train,189,1,演奏：感情,,
Train,189,2,楽曲,評価：感じられ方,
Train,189,3,演奏者,,
Train,189,4,演奏者,,
Train,189,5,評価：その他,,
Train,189,6,演奏：技術,演奏：スタイル・理解,
Train,189,7,評価：感じられ方,,
Test,190,1,演奏：スタイル・理解,演奏：キャラクター・音色,評価：感じられ方
Test,190,2,演奏：スタイル・理解,演奏：構造,
Test,190,3,録音の背景,,
Test,190,4,楽曲,演奏：エネルギー,評価：感じられ方
Test,190,5,演奏：時間的特徴,,
Test,190,6,楽器,,
Test,190,7,楽曲,演奏：音量的特徴,演奏：構造
Test,191,1,評価：その他,,
Test,191,2,評価：その他,演奏：時間的特徴,演奏：キャラクター・音色
Test,191,3,演奏：音量的特徴,演奏：キャラクター・音色,評価：その他
Test,191,4,楽曲,演奏：感情,演奏：キャラクター・音色
Test,191,5,楽曲,,
Test,191,6,楽曲,,
Train,192,1,演奏者,楽曲,
Train,192,2,楽曲,楽器,
Train,192,3,演奏：キャラクター・音色,,
Train,192,4,楽曲,,
Train,192,5,演奏：その他,,
Train,192,6,演奏：コミュニケーション,評価：その他,
Train,193,1,楽曲,,
Train,193,2,楽曲,,
Train,193,3,その他,,
Train,193,4,演奏者,,
Train,193,5,演奏：スタイル・理解,演奏：キャラクター・音色,演奏：コミュニケーション
Train,193,6,録音の背景,,
Train,194,1,楽曲,録音の背景,
Train,194,2,楽曲,演奏者,
Train,194,3,楽曲,,
Train,194,4,その他,,
Dev,195,1,演奏者,楽曲,
Dev,195,2,演奏：スタイル・理解,評価：その他,
Dev,195,3,演奏：キャラクター・音色,演奏：感情,評価：感じられ方
Dev,195,4,演奏：構造,演奏：コミュニケーション,
Dev,195,5,演奏：構造,評価：その他,
Train,196,1,録音の背景,,
Train,196,2,評価：その他,演奏：スタイル・理解,
Train,196,3,その他,,
Train,196,4,評価：その他,,
Train,197,1,演奏者,,
Train,197,2,演奏者,,
Train,197,3,演奏者,,
Train,197,4,評価：その他,,
Train,197,5,演奏：キャラクター・音色,演奏：感情,
Train,197,6,演奏：キャラクター・音色,,
Train,197,7,演奏：キャラクター・音色,演奏：構造,
Train,197,8,評価：その他,,
Train,198,1,録音の背景,,
Train,198,2,演奏者,録音の背景,
Train,198,3,楽曲,演奏：キャラクター・音色,評価：感じられ方
Train,198,4,楽曲,演奏：キャラクター・音色,評価：感じられ方
Train,198,5,楽曲,,
Train,198,6,評価：その他,,
Train,198,7,演奏：スタイル・理解,評価：その他,
Train,199,1,録音の背景,,
Train,199,2,録音の背景,,
Train,199,3,楽曲,,
Train,199,4,楽曲,,
Train,199,5,演奏者,演奏：技術,演奏：コミュニケーション
Train,199,6,評価：感じられ方,,
Dev,200,1,楽曲,,
Dev,200,2,楽曲,,
Dev,200,3,楽器,評価：その他,
Dev,200,4,演奏：構造,演奏：キャラクター・音色,演奏：コミュニケーション
Dev,200,5,楽曲,演奏：構造,演奏：感情
Train,201,1,録音の背景,,
Train,201,2,演奏者,録音の背景,
Train,201,3,評価：その他,,
Train,201,4,評価：その他,,
Train,201,5,演奏：エネルギー,演奏：構造,
Train,201,6,演奏：キャラクター・音色,演奏：コミュニケーション,評価：その他
Train,201,7,評価：感じられ方,,
Train,202,1,その他,,
Train,202,2,演奏者,,
Train,202,3,演奏：キャラクター・音色,演奏：構造,
Train,202,4,演奏：キャラクター・音色,演奏：感情,
Train,202,5,評価：その他,,
Train,202,6,演奏：技術,演奏：感情,評価：感じられ方
Train,202,7,評価：その他,,
#N/A,203,1,演奏者,,
#N/A,203,2,楽曲,,
#N/A,203,3,楽曲,,
#N/A,203,4,楽曲,,
#N/A,203,5,評価：その他,評価：感じられ方,
Train,204,1,演奏者,,
Train,204,2,録音の背景,演奏：構造,
Train,204,3,演奏：コミュニケーション,演奏：時間的特徴,演奏：エネルギー
Train,204,4,演奏：感情,評価：感じられ方,演奏：コミュニケーション
Train,204,5,演奏：スタイル・理解,,
Train,205,1,録音の背景,楽曲,
Train,205,2,楽曲,,
Train,205,3,評価：感じられ方,,
Train,205,4,楽曲,,
Train,205,5,楽曲,評価：感じられ方,
#N/A,206,1,楽曲,,
#N/A,206,2,楽曲,,
#N/A,206,3,楽曲,演奏：スタイル・理解,
#N/A,206,4,評価：感じられ方,演奏：エネルギー,評価：その他
#N/A,206,5,演奏：エネルギー,演奏：構造,評価：感じられ方
Train,207,1,演奏者,録音の背景,
Train,207,2,演奏：エネルギー,演奏：音量的特徴,
Train,207,3,演奏：スタイル・理解,演奏：技術,
Train,207,4,演奏：構造,,
Train,207,5,演奏：スタイル・理解,演奏：構造,
Train,207,6,演奏：スタイル・理解,評価：感じられ方,
Train,207,7,評価：その他,,
Train,208,1,楽曲,,
Train,208,2,楽曲,,
Train,208,3,楽曲,,
Train,208,4,楽器,演奏者,演奏：キャラクター・音色
Train,208,5,演奏：キャラクター・音色,,
Train,208,6,演奏：スタイル・理解,,
Train,209,1,演奏者,録音の背景,
Train,209,2,演奏：時間的特徴,演奏：キャラクター・音色,
Train,209,3,演奏：スタイル・理解,演奏：コミュニケーション,評価：その他
Train,209,4,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,209,5,演奏：スタイル・理解,,
Train,210,1,楽器,,
Train,210,2,楽曲,演奏者,
Train,210,3,楽曲,楽器,演奏：コミュニケーション
Train,210,4,演奏者,楽器,
Train,210,5,演奏者,,
Train,210,6,その他,,
Test,211,1,演奏者,,
Test,211,2,評価：対比,演奏：スタイル・理解,
Test,211,3,評価：感じられ方,,
Test,211,4,評価：感じられ方,,
Test,211,5,楽曲,その他,
Train,212,1,楽曲,,
Train,212,2,録音の背景,,
Train,212,3,楽曲,評価：感じられ方,
Train,212,4,演奏：キャラクター・音色,評価：感じられ方,
Train,213,1,演奏者,録音の背景,
Train,213,2,評価：感じられ方,演奏者,
Train,213,3,楽曲,,
Train,213,4,評価：感じられ方,演奏：構造,評価：その他
Train,213,5,評価：その他,,
Train,214,1,演奏者,録音の背景,
Train,214,2,演奏：アーティキュレーション,演奏：コミュニケーション,演奏：キャラクター・音色
Train,214,3,演奏：構造,演奏：技術,演奏：キャラクター・音色
Train,214,4,演奏：キャラクター・音色,,
Train,214,5,評価：感じられ方,,
Train,214,6,評価：その他,,
Dev,215,1,録音の背景,,
Dev,215,2,演奏者,録音の背景,
Dev,215,3,演奏者,演奏：エネルギー,
Dev,215,4,演奏者,評価：その他,
Dev,215,5,評価：その他,,
Train,216,1,演奏者,,
Train,216,2,演奏者,,
Train,216,3,録音の背景,楽曲,
Train,216,4,演奏：キャラクター・音色,演奏：スタイル・理解,
Train,216,5,演奏：感情,,
Train,216,6,演奏：スタイル・理解,評価：その他,
Train,217,1,録音の背景,,
Train,217,2,楽曲,楽器,
Train,217,3,楽曲,,
Train,217,4,演奏：キャラクター・音色,評価：感じられ方,
Train,217,5,演奏：スタイル・理解,,
Train,218,1,演奏者,楽曲,
Train,218,2,演奏：スタイル・理解,演奏：キャラクター・音色,
Train,218,3,演奏：キャラクター・音色,演奏：スタイル・理解,評価：その他
Train,218,4,評価：その他,,
Test,219,1,楽器,,
Test,219,2,楽曲,,
Test,219,3,評価：感じられ方,,
Test,219,4,楽器,楽曲,
Test,219,5,その他,楽曲,
Test,220,1,録音の背景,,
Test,220,2,演奏：スタイル・理解,楽器,
Test,220,3,演奏：スタイル・理解,,
Test,220,4,演奏：キャラクター・音色,,
Test,220,5,楽曲,,
Test,220,6,楽曲,,
Test,220,7,楽曲,,
Test,220,8,楽曲,演奏：構造,評価：感じられ方
Train,221,1,楽器,,
Train,221,2,楽器,,
Train,221,3,演奏者,録音の背景,
Train,221,4,楽曲,演奏：スタイル・理解,
Train,221,5,評価：感じられ方,,
Train,222,1,演奏者,楽曲,録音の背景
Train,222,2,楽曲,演奏者,
Train,222,3,演奏者,,
Train,222,4,楽曲,,
Train,222,5,楽曲,,
Train,223,1,演奏者,,
Train,223,2,録音の背景,楽曲,
Train,223,3,演奏：スタイル・理解,演奏：技術,評価：その他
Train,223,4,楽曲,評価：感じられ方,演奏：コミュニケーション
Train,223,5,演奏：キャラクター・音色,評価：その他,
Train,224,1,演奏者,録音の背景,
Train,224,2,楽曲,楽器,
Train,224,3,演奏：キャラクター・音色,評価：その他,
Train,224,4,評価：感じられ方,,
Train,224,5,評価：感じられ方,,
Train,224,6,評価：感じられ方,,
Train,225,1,演奏者,録音の背景,
Train,225,2,演奏：感情,演奏：エネルギー,評価：感じられ方
Train,225,3,演奏：エネルギー,評価：感じられ方,
Train,225,4,評価：その他,,
Train,225,5,楽曲,演奏者,演奏：キャラクター・音色
Train,225,6,その他,,
Train,226,1,演奏者,楽曲,録音の背景
Train,226,2,演奏：構造,演奏：技術,演奏：コミュニケーション
Train,226,3,演奏：リズム,演奏：キャラクター・音色,
Train,226,4,演奏：キャラクター・音色,演奏：アーティキュレーション,演奏：エネルギー
Train,226,5,評価：その他,,
Train,227,1,演奏者,録音の背景,
Train,227,2,楽曲,演奏：スタイル・理解,
Train,227,3,楽曲,評価：その他,
Train,227,4,演奏：コミュニケーション,演奏：構造,
Train,227,5,評価：感じられ方,,
Train,228,1,楽器,,
Train,228,2,演奏者,楽曲,
Train,228,3,楽曲,,
Train,228,4,演奏：技術,演奏：スタイル・理解,
Test,229,1,演奏者,,
Test,229,2,楽曲,,
Test,229,3,楽曲,演奏：キャラクター・音色,演奏：スタイル・理解
Test,229,4,その他,,
Train,230,1,録音の背景,,
Train,230,2,楽曲,,
Train,230,3,演奏者,録音の背景,評価：その他
Train,230,4,楽曲,,
Train,231,1,楽曲,,
Train,231,2,楽曲,,
Train,231,3,演奏：構造,,
Train,231,4,楽曲,演奏：キャラクター・音色,演奏：エネルギー
Train,231,5,評価：感じられ方,,
Train,231,6,評価：感じられ方,,
Train,232,1,演奏者,楽曲,
Train,232,2,演奏者,,
Train,232,3,演奏者,演奏：キャラクター・音色,
Train,232,4,楽曲,,
Train,232,5,演奏：技術,評価：感じられ方,
Train,232,6,評価：感じられ方,,
Train,232,7,評価：その他,,
Train,233,1,演奏者,,
Train,233,2,演奏者,録音の背景,
Train,233,3,楽曲,演奏：キャラクター・音色,
Train,233,4,楽曲,演奏：スタイル・理解,評価：その他
Train,233,5,演奏者,評価：その他,
Train,234,1,演奏：キャラクター・音色,評価：感じられ方,
Train,234,2,その他,評価：感じられ方,
Train,234,3,楽曲,演奏：スタイル・理解,
Train,234,4,楽曲,演奏：スタイル・理解,演奏：キャラクター・音色
Train,235,1,楽曲,,
Train,235,2,楽曲,,
Train,235,3,演奏者,演奏：技術,
Train,235,4,演奏：スタイル・理解,,
Dev,236,1,演奏者,,
Dev,236,2,録音の背景,,
Dev,236,3,録音の背景,,
Dev,236,4,楽曲,演奏：スタイル・理解,演奏：感情
Test,237,1,楽器,,
Test,237,2,楽器,録音の背景,
Test,237,3,録音の背景,楽器,
Test,237,4,評価：感じられ方,演奏：キャラクター・音色,演奏：エネルギー
Test,237,5,評価：その他,,
Dev,238,1,演奏者,,
Dev,238,2,演奏：キャラクター・音色,演奏：時間的特徴,評価：その他
Dev,238,3,楽曲,,
Dev,238,4,楽曲,,
Dev,238,5,楽曲,,
Dev,238,6,楽曲,,
Train,239,1,演奏：キャラクター・音色,,
